movie_review,class_label
This was a great movie. Something not only for Black History month but as a reminder of the goodness of people and the statement that it truly does take a village to raise a child. The performances by S Eptath was outstanding. Mos Def and his singing was off the hook. Had to do a double take when I saw that was Rosie Perez there. But the supporting cast of actors and actresses made this worth watching. All the different stories they had was amazing. And how Nanny protected Jr and literally everyone else that was in her presence. I can truly understand her being the matriarch of that time period and even more so how tired she was in helping everyone. Cant wait for it to come out on DVD. It would be a welcome addition to any movie library.,positive
"No blood, no sex (though it oozes passion), no special effects, but just one of those pearls that comes across your movie screen when you're not really looking and grabs your attention. <br /><br />Great acting, great sets, great music, beautiful storyline. If only there were a lot more movies made like this one!<br /><br />The sets move us through time and make us feel like we were there.<br /><br />The acting appears like real life, and elevates us to the level of awareness of ""Nanny"", to whom no-one is a lost cause, least of all the inhabitants of her own ""Halfway"" house. <br /><br />Best of all it's a true story of misfits learning to ""fit in"". I was somewhat jealous of the good times that everyone appeared to be having in the movie! Could we all spend some time in Nanny's house?",positive
"""Lackawanna Blues'is so emotionally powerful in its portrayal of urban Blacks during the 50s and early 60s. A culture of joy and sadness specific to working class Blacks that existed outside the mainstream culture. The characters of Santiago-Hudson's play depicted Black individuals who lived imperfect lives but maintained strong positive values of love,loyalty and honor. Although the characters moved away from those values at times, they did not deny the importance of the values. Instead they recognized and accepted their own imperfection and those of the other characters, without judgment, that passed through the life of ""nanny"". The central characters were strong and believable, the settings were realistic and brought back personal memories of a by-gone era. Pre-integration urban life was a time of sensory intoxication, sight, sound,and smell, that could almost be experienced by watching the drama ""Lackawanna Blues"" unfold. I will watch it again and again.",positive
"I gave this film my rare 10 stars.<br /><br />When I first began watching it and realized it would not be a film with a strong plot line I almost turned it off. I am very glad I didn't.<br /><br />This is a character driven film, a true story, which revolves mainly around the life of Rachel ""Nanny"" Crosby, a strong, beautiful (inside and out)Black woman and how she touched the lives of so many in the community of Lackawanna.<br /><br />Highly interesting not only its strong characterizations of Nanny and the people who lived at her boardinghouse, but also it gives us a look at what life and community were like for African Americans in the 1950's, prior to integration, and the good and bad sides of segregation and how it ultimately affected and changed the Black community.<br /><br />In addition to excellent performances by all members of the cast, there is some fine singing and dancing from that era.",positive
"Superb editing, outstanding acting, especially by Epatha Merkerson, and highly enjoyable musical soundtrack. This film reaches back to the 40's to comment on the racial lifestyle differences and some effect of desegregation while it weaves the true story of a truly admirable and fantastic lady.<br /><br />The actor portraying the young Terrence Howard character does a wonderful job reflecting the life and times of his upbringing in the small upstate New York town. The audience laughed, cried, and erupted in applause for the film and its director. <br /><br />Soon to be shown on HBO (Feb 7, I believe) - fire up the TIVO and enjoy a great story!",positive
"I always felt that Ms. Merkerson had never gotten a role fitting her skills. Familiar to millions as the Lt. on Law and Order, she has been seen in a number of theatrical releases, always in a supporting role. HBO's Lackawanna Blues changes that and allows this talented actress to shine as Nanny, successful entrepreneur in a world changing from segregation to integration. But the story is really about the colorful array of characters that she and her adopted son meet in a boarding house in Lackawanna, New York, a suburb of Buffalo.<br /><br />The story could be set in any major African-American community of the 50's and 60's from Atlanta's Sweet Auburn to New York's Harlem. But the segregation-integration angle is only a subtle undercurrent in the colorful lives of the folks at Nanny's boarding house. The story revolves around Nanny's relationships with all kinds of people, played by some of the best actors in the business (I purposely did not say black actors--this ensemble is a stunning array of talent who happen to be black, except for Jimmy Smits, of course) I recommend this film as a fun and colorful look at a bygone day.",positive
"I was fortunate enough to see this movie on pre-release last night and, though I wasn't expecting to, actually really enjoyed the movie for the most part. The rescues and sea effects were amazing to watch and definitely provided edge of the seat tense moments, probably all the more so knowing that there are guys who do this for a living. The weaker parts of the movie revolve largely around using stereotypical set scenes. I'm not going to spoil the movie but this really follows along the lines of An Officer and a Gentleman and those moments give it a little bit of a cheesy aftertaste.<br /><br />Like I said over all this movie is pretty good and worth checking out as long as you can get past the clich??s.",positive
"The main reason for watching this picture is to savor the brilliant performance of S. Ephata Merkerson. Ms. Merkerson dominates this film with her tremendous presence as Nanny, the woman who believes in doing good, no matter to whom, with no strings attached. This actress clearly shows a range that is amazing.<br /><br />Thanks to director George Wolf for bringing this distinguished cast of some of the best Black Americans actors together. This ensemble group under his tight direction help create the right atmosphere in which the action takes place.<br /><br />Of course, none of this would have been possible if Ruben Santiago Hudson hadn't written his wonderful play. Working with Mr. Wolf, perhaps the best theater director of this generation, they have opened the play in a way that it evokes that not too distant past where a child lives under the influence of Ms. Crosby, when his own parents are not around to take care of him. Ms. Crosby becomes the adoring mother of little Ruben; in a way, he represents her reward for having lost her own daughter.<br /><br />Unfortunately, there is no time to develop some of the characters, as the action solely concentrates in enhancing the relationship between Nanny and the young Ruben, played with such charm by the young Marcus Carl Franklin, who is a natural. The only thing that could have been done differently was the voice over narration that is at times intrusive, as it doesn't clarify, or justify what one is seeing. Frankly, just by watching the interaction of the players, is self explanatory.<br /><br />In the background there is always music. No matter what hard times these people are going through, but Nanny's house is full of laughter and that glorious music that takes us back to that era.<br /><br />Aside from Ms. Merkerson, other notable performances are given by Terrence Dashon Howard, one of the rising stars of the moment. Mos Def, Jeffrey Wright, Marcy Gray, Louis Gossett Jr.,Delroy Lindo, Rosie Perez, Carmen Ejogo, Jimmy Smits and the rest.<br /><br />Ms. S. Ephata Merkerson deserves to be seen by a wider audience. In ""Lackawanna Blues"", she clearly demonstrates she can do anything she wants because of her enormous talent and charisma.",positive
"The centerpiece of Lackawanna Blues is the character Rachel ""Nanny"" Crosby, who runs a boardinghouse and provides unflagging support to a young boy, Ruben, the narrator of the film. Based upon the experiences of writer-actor Ruben Santiago-Hudson, the film lovingly recreates the upstate New York boardinghouse and evokes the cultural climate of a world in transition in the 1960s. <br /><br />The first half of the film is virtually non-stop music. The second half addresses more completely the various characters in the boardinghouse. Nanny's ability ""to take fragments and make them whole"" affects everyone within her sphere. An especially vivid scene is when she confronts an abusive husband, telling him firmly, ""If you ever touch that child again, we're going to dance!"" As delivered by actress S. Epatha Merkerson, that line is so steely and filled with such resolve that the husband with the hair-trigger temper is frozen in his tracks. <br /><br />From start to finish, Merkerson delivers a commanding presence Her character binds together the disparate lives of the borders in her home. This was a touching, heartfelt film with a wonderful cast. As played by Merkerson, the character of Nanny simply radiates love. This is a film experience that I will remember for a long time to come.",positive
"Fun, entertaining movie about WWII German spy (Julie Andrews!) falling in love with American pilot (Rock Hudson), while trying to get secrets from him. For some reason this was attacked by critics and shunned by the public in 1970--I can't see why. It's beautifully shot, has wonderful costumes and interiors, and exciting aerial dogfights. Also it has Andrews doing a strip-tease (strictly PG material) and singing a beautiful song--""Whistling in the Dark"". The movie does have problems. Andrews and Hudson did not get along during the shooting of this--and it shows. Their love scenes lack spark and they have zero sexual chemistry. Still, they turn in OK performances. The film is a little long (even in the 105 min director's cut I saw) and gets way too dark and serious at the end. Still, worth catching. Try seeing the directors cut...the other one runs half an hour longer!",positive
"It really is a great film (after being able to ignore Blake Edwards Pink Panther references which he appears to be obsessed with and are hugely unfunny). Julie is, as usual, wonderful - singing and acting brilliantly. I remember seeing it at the Odeon Cinema in the Haymarket, London on its release. However Julie's non-appearance at the UK premiere of STAR! was most unfortunate and (apparently!) due to filming the aerial shots for Darling Lili over Ireland. A reasonable excuse if she had appeared in any of these aerial shots but she did not. Two box office flops in a row ruined her film career for quite a few years. But Darling Lili,just like STAR!, deserves much more public appreciation.",positive
"Darling Lili is a mixture of Perfection and Magic! The Stars; Julie Andrews & Rock Hudson could not have done a better attempt if they tried. It's full of all the magic that a young lady wishes for and it makes it seem as if it can all really happen to you. The brilliance of the Director; Blake Edwards is shown to be at his best. He was truly capturing the woman he loved on screen!<br /><br />The blend of each song, went perfectly with the moment in the film. The Film opened with Julie Andrews singing Whistling Away In The Dark and closed with the same Song by Andrews.<br /><br />For A Film Of This Excellence To Have Been Such A Failure When It Was Released, Is A Total Shock...<br /><br />As It Is: ""Inspirational...Purely....Inspirational!"" ~One Of Andrews Most Memorable Lines In This Film!",positive
"I am an avid Julie Andrews fan and I just watched this for the first time on DVD -- the Director's Cut version. I was very surprised that it was rated G. How did they get bedroom scenes, a seduction story line, two strip tease acts, and war/shooting/blood into a G rating? Weird. I would rate it PG-13.<br /><br />Other than that I thoroughly enjoyed the movie. It was a beautiful showcase of Andrew's voice and talent. The acting was great. The storyline was a little weak, leaving gaps that could have been filled with some good dialogue. There were too many ""no talking, just walking"" scenes for me... I would have liked to see the the relationship between Julie and Rock blossom, so that the intense love would be more believable.",positive
"I first viewed this movie when it first came out and also bought an LP recording of the soundtrack. I liked it so well, I went back to see it several times..cannot understand why it was considered a flop. Julie Andrews was lovely in this film, her voice was in top form and the costuming was beautiful!<br /><br />The film contains a little bit of everything and even though some of the scenes were a bit heavy-handed, they were still fun. <br /><br />I recently found I could get a copy in DVD form and ordered it......I was disappointed that a couple of songs and sequences in the movie were not included in the version of the DVD I ordered.",positive
"This Blake Edwards film isn't too sure whether it wants to be a comedy, a drama or a musical. No matter, the sheer presence of Julie Andrews, is reason enough to see this comedy-drama-musical-spy spoof. Julie is beautiful and uses her many talents, throughout the film. Rock Hudson looks tired, but he's is more than fine, as Julie's romantic interest. Authentic World War I cars and planes, add to the appeal. Overall, the film is very entertaining. The DVD release is an edited (by Blake Edwards) version of the original release. Supposedly, this is the only version that Edwards would allow; but, Turner Classic Movies has shown the complete (theatrical release) version, recently. Recommended.",positive
"Julie Andrews and Rock Hudson were great in this movie / musical. The opening song by Ms. Andrews, ""Whistling Away the Dark,"" will always be in the back roads of my mind. The plot line during World War I, is great and suspenseful one. If you are a romantic, you will love this movie. This is a movie that I always enjoy to see again and again.",positive
i found the story to be just enough of a thriller that the wonderful henry mancici music didn't lull me. julie andrews was excellant and i sure don't understand why this movie had problems at the box office when it came out because it just makes me happy at the end to have everybody singing. and i do like happy ever after endings which i think you can say this movie has along with some traditional blake edwards humor...,positive
"Our family (and the entire sold out sneak preview audience) enjoyed ""The Guardian"". Kevin Costner and Ashton Kutcher gave convincing performances as the fictional helicopter rescue swimmer characters Ben and Jake. After seeing this movie, you can't help but imagine how difficult it must be to graduate from the USCG helicopter rescue swimmer school and one day take part in real rescues.<br /><br />Even though this is a fictional movie, it delivered rather convincing virtues of team spirit, dedication and bravery exhibited by all the members of the actual U. S. Coast Guard.<br /><br />The special effects used to create the rescue scenes were incredible. You actually felt like you were taking part in a real rescue.<br /><br />I feel the movie could have been made without the ""Hollywood"" bar scene (when you see the movie, you might agree) since the real Coast Guard does not condone such behavior. <br /><br />Very entertaining, very action packed, definitely worth seeing. Thank you, U. S. Coast Guard and the REAL helicopter rescue swimmers, ""So Others May Live"". I'd highly recommend this movie to everyone.",positive
"This movie is certainly well-constructed, beginning and ending in the dark, with focus on Lili Smith /Schmidt, Julie Andrews,initially the singing 'angel' later the notorious spy.<br /><br />It's beautiful! I saw the movie about 15 years ago and watched it again recently. While it was dismissed by critics in the 70's as overblown, 'cinema vulgaris', and lacking in structure (among others) time has proven them wrong. Blake Edwards certainly has produced a film that is almost of lyrical quality.<br /><br />The film soars and swirls (aerial photography; Julie Andrews in motion) and captivates. One must just buy into the premise that Julie Andrews is a spy whose mission has gone wrong. Overlooking the tepid chemistry between Julie Andrews and Rock Hudson, one must believe that these are lovers - who in all innocence fall for each other. And in the end, love is far more important than winning wars. And so is maintaining innocence.<br /><br />There is a lot of understated acting, and the film certainly reaches emotional depths often not seen in comedies.<br /><br />There are wonderful comedic elements (foreshadowing the French goons in Victor/Victoria), interesting diplomatic asides (reminding me of The Tamarind Seed, seen about 18 years ago) and a general sense of good-will.<br /><br />Suspend all disbelief and this movie will carry you away. Julie Andrews' belting out of war songs and the haunting 'Whistling Away the Dark' are reason enough to turn the TV on, just for the soundtrack. And the striptease number, like the 'Jenny' number in Star! works. <br /><br />This film has, like a good champagne, aged well. Paramount should bring it to DVD as soon as possible. The same applies to transferring the laser disk of Star! to DVD. These are both interesting pieces of Julie Andrews' meticulous and then underrated works.",positive
"I always loved this film. The music,story and the action. I especially love the opening and closing of the film. The music stayed with me throughout the years. The WWI plane battles were great and the comedy is typical Blake Edwards. Slaptick is his forte' after all. Julie's singing is amazing and keeps me glued to the screen. The sets and the scenes are wonderful. The characters are appealing. I loved the scene with the wounded soldiers and Julie's singing to them. I wish she sang to me in Vietnam. I also enjoyed the old cars from the period and the WWI music.I was glad when the DVD arrived. Now I can whistle in the dark watching it again and again.",positive
"Even a bad Julie Andrews Musical is worth watching and this isn't bad! In fact it's quite entertaining. Actually it's a fascinating study on trying to manipulate a star's personae.<br /><br />To break Julie's ""goody two shoes mold"" she plays a German Spy/English Musical Hall Actress. She subsequently went on to take her top off in the movie S.O.B. and play a drag queen in Victor Victoria and other not so goody girls usually under hubby Blake Edward's direction.<br /><br />The movie is admittedly problematic It is hard to feel for her character because she's a German Spy. We want to love Julie but she's on the wrong side of the law. Probably this is why this movie flopped. Julie as a German Spy? Our Mary Poppins? our Maria Van Trapp suddenly a German Spy?<br /><br />The romance seems to happen overnight and come from nowhere. But never mind, it's a musical and it has Jullie. Oh and did I mention hunky Rock Hudson is in it too?<br /><br />Julie gives a glowing wonderful performance that any musical comedy buff should not miss. Great WW 1 Songs and nice tunes by Mancini.<br /><br />Yes the film has plot holes and at times doesn't seem logical. For example, why is Julie and her uncle suddenly pursued by the Germans when a minute ago she was spying for them. <br /><br />But on another note, who cares? The musical numbers are fun and exciting. The costumes and scenery extraordinarily lavish. The cinematography quite on the mark.<br /><br />It has the annoying idiot detectives that Blake Edwards puts in all his movies. (Yawn)<br /><br />But it has Julie- trying desperately to change her image. (You can imagine dinner with Blake and Julie - Julie: ""Blake we need to change my image."" <br /><br />Blake: ""I Will make you a German Spy, then we will take your clothes off in another movie and then play a transvestite in a another movie. They won't recognize you. It will be the death of Maria Von Trapp""<br /><br />Fascinating study on changing an image. Wonderful Julie. A must see for musical comedy buffs. Much more entertaining than Star!",positive
"Yes, I am a romantic of sorts who likes musicals and comedy and this fit the bill! Julie Andrews gives a mesmerizing performance at the beginning and end of this film with the ""Whistling in the Dark"" production number. The sedate-to-outrageous number that she performs in the middle of the story when she believes that Rock Hudson has been seeing a dancing/call girl is eye-popping and will certainly make you giggle.<br /><br />I only wish that this film could be found in video or DVD as I would surely purchase it in a heartbeat for my home library!",positive
"Darling Lili is fantastic! Its by far one my favorite films! It certainly didn't deserve the poor reviews it received. Julie Andrews, playing the title role of Lili Smith (Schmidt) is the best part of the whole movie. She is entrancing and spectacular! As Julie Andrews is my most favorite actress and singer by far, I was most definatly not surprised by how stunning she is. This movie is just...great (I'm running out of adjectives!), it's magnificent, marvellous, amazing, funny, terribly romantic, sad, and just an all-out thrill and its all thanks to Dame Julie Andrews!And to her husband, director Blake Edwards. Oh, yeah Rock Hudson was ok, too :)<br /><br />Julie Andrews is the beautiful and well-loved singer, Lili Smith. Rock Hudson portrays Major Larabee, who quickly falls for Lili, and she with him. But their affair was not coincedental. There meeting was planned by the German Government (I'm not sure if that's exactly what you'd call them, but you get the point), because the warm, happy, singing entertainer Lili is actually a German Spy. Lili is told to seduce Major LArabee in order to get information of the new Top Secret Opertaion (later know as ""Crepe Suzette""). Though Lili is on a solemn mission, she falls in love with Bill (Major Larabee), for real, making her original quest challenging. But Lili pulls through and completes er task, after she finds out something that is not really true about Bill. The ending will remain unsaid by me as it is wonderfully layed out. If anything, you'll thoroughly enjoy this movie, I most certainly did!!!!!!!!<br /><br />",positive
"This often maligned movie is a must for fans of Blake Edwards, Julie Andrews, Henry Mancini, or Hollywood musicals. Other writers have commented on the shifts in tone, the confusion of plot, etc., but the film has many things to recommend it. The score is one of Henry Mancini's best (and he has written many wonderful ones), several songs are sung to perfection by Andrews, Julie's performance is nuanced and she is decked out in some beautiful clothes, (she is at her absolutely loveliest here), the on-location shots are breath-taking, and there are some funny Inspector Clouseau-type sight gags to boot. Rock Hudson basically phoned in his performance, but he is passably good. A real curiosity item in that it was the last major film Julie did for about 10 years and, in many ways, is a precursor to Victor/Victoria. It is lovely to look at and listen to. When will it be available on DVD??? When it is, I for one would like both versions--the longer and shorter, director's cut. Since it was lampooned in S.O.B., they would make a great two-pack!",positive
"I suppose I like this film as well as any I know; it is not perfect, but under the title ""The Americanization of Lily"" this charming and memorable semi-musical satire might I suggest have been appreciated more, and still loved by those who recognized its special Blake Edwards'-produced spirit of gentleness, clever humor and solid narrative. The improbably but delightful story-line follows Lili Smith, a fringe-type spy for the Germans in a much simpler and less black-and-white war; Lili Schmidt passing as Smith is helping her Uncle who is patriotic too, for Germany but neither cruel nor political, merely opportunistic. Lili's target is William Larrabee, a charismatic U.S. squadron leader who can supply her valuable information. The plot thickens comes when Lili falls in love with Larrabee, has her eyes opened to the consequences of her playing spy, and sees the effects of combat on wounded men at a hospital and realizes what it might mean to his men whom she has met and likes. She gets jealous of a rival for Larrabee's affections, then realizes she can no longer do what she has been doing and gives up the spy business. The logical end of the film comes when after the terrible WWI has ended, as she sings the theme song of the film, ""Wishing"" in a darkened theater, one by one the members of Larrabee's squadron appear, including her lover himself, indicating they have forgiven her and their former opponents; and even Uncle Kurt enthusiastically joins in the singing of ""It's a Long To Tipperraree"", to indicate all is well with the world again. This is an audacious and sometime brilliant story idea, written by director Blake Edwards and William Peter Blatty of ""John Goldfarb"" fame; and it is a delightful narrative. Larrabee's squadron, including an inebriate who keeps crashing and other lovable types populate this lively film; and the feel of this stylish and glowing film is almost epic, both in its scope and realization. Credit must go to Jack Bear and Donald Brooks for their costume creations, Reg Allen and Jack Stevens for sets, Fernando Carrere for another beautiful production design, Henry Mancini for his sensitive and appropriate musical score, and to Russell Harlan for his shining cinematography. In the beautiful footage, the principal actors are Julie Andrews as Lili, Rock Hudson as Larrabee, Keremy Kemp outstanding as Lili's Uncle Kurt, Michael Witney, Lance Percival as the inebriate pilot, gorgeous Gloria Paul as Lili's stripteasing rival, and many other fine actors in smaller parts. It is hard to say enough nice things about the pace, or the cleverness of the just-this-side-of broad comedy; this element is introduced by Edwards to leaven the horrors of actual warfare, to example the almost comic-opera approach with which men made war back in a more innocent-minded era of human civilization.. This comedy also helps prepare the way for Lili's conversion from uncritical acceptance of a duty to the German state to acceptance of the reality of what she is doing and potentially what she may be causing. This is a rare ""sense-of-life"" film about Lili's ""Americanization"", her assertion of herself in the real world and then among others before tragedy can happen. It is haunting, I find, and beautiful in many ways. I consider it to be Blake Edwards'masterpiece of directing; and under the title ""The Americanization of Lili"" I believe with hardly any changes it might have been recognized as the polished sapphire of a film it is by every standard I know.",positive
"Julie Andrews plays a German spy who falls in love with an American pilot Rock Hudson, while on an assignment for Germany.<br /><br />The songs are beautiful. The two are well-paired. Julie demonstrates a more temperamental side in this film than the nice girl she normally plays. <br /><br />A half-German, half-English girl who sings beautiful and entertains the troops in WW I, Julie sings some endearing Mancini songs. <br /><br />I loved the film. Some will say it's a ""chick-flick,"" but so what. It's wonderful. <br /><br />Supporting characters are somewhat stereotyped. It may not be up to Rock's performance in Pillow Talk, Magnificent Obsession, or Giant.<br /><br />Blake Edwards shot the film in Ireland and authentic WW I -type planes were used in the film. Scenery for England and France is absolutely gorgeous.",positive
"Robert McKimson's 'Acrobatty Bunny' is one of the director's finest shorts. Although the circus-based setting may evoke hideous memories of McKimson's dreadful 'Big Top Bunny', 'Acrobatty Bunny' is in fact nowhere near as dull as that travesty. Pitting Bugs Bunny against a ferocious lion, 'Acrobatty Bunny' is fresh and funny from the outset, not to mention extremely attractive to look at. There's a classic scene in which Bugs takes a strangled elevator ride out of his hole only to emerge directly into the jaws of the lion. In a brilliant Disney parody, he hollers ""Pinocchio"" down the lion's throat! This brilliant opening is a sign of things to come. There are some expertly choreographed antics in and around the lion's cage to begin with, followed by a hilariously grotesque and irritating rendition of 'Laugh Clown Laugh' which, as a child, I used to impersonate regularly! All this culminates in a short acrobatic sequence which gives the cartoon its name. I've never been fond of the circus as a setting for cartoons and find it usually makes for a dull and predictable set of gags but 'Acrobatty Bunny' breaks from the mould and the result is an exhilaratingly funny short which stands amongst McKimson's best.",positive
"Once again, Bugs Bunny sacred home is violated by careless people. This time the traveling circus put a lion's cage right over the rabbit's hole. So Bug's has to come out of the hole and face Nero (that's the name of the lion), which he does in his usual hilarious style. After a slow and rocky beginning to the cart, it keeps getting better and better and winds up being quite hilarious. Nero the lion turns out to be a pretty good foil for Bugs and that turns this short into a highly memorable one, if still shorn of a classic. This animated short can be found on Disk 1 of the Looney Tunes Golden Collection Volume 3.<br /><br />My Grade: A-",positive
"I'm a Petty Officer 1st Class (E-6) and have been in the USCG for 6 years and feel that this movie strongly represents the Coast Guard. There were only a few scenes that were far fetched. The most far-fetched was when PO Fischer (Kutcher) went down inside of the sinking vessel to pull the vessel's captain out of the engine room... that would never happen. Swimmers are not allowed to go inside of any vessel no matter the circumstances. Second, the Command Center (supposedly in Kodiak), it looked more like a NASA command center... we don't have any gear that hi-tech. Third, the Captain of the Airstation would not be running the search & rescue cases with like 10 people on watch. In reality it would be an E-6 or E-7 as the SAR Controller and maybe 2 other support personnel like an assist SAR Controller & a Radio Watchstander. Otherwise the movie was dead on, I think they should have incorporated more of the other rates in the CG and their roles in search & rescue instead of just Aviation based rates. Some of the scenes from ""A"" school reminded me of my days their and the dumb stuff I did and got in trouble for in my younger days.",positive
"The ""good news"" is that the circus is in town. The ""bad news"" is that's right over Bugs Bunny's underground home. He wakes up as his place shakes like an earthquake hit it, when workers pound stakes into the ground and elephants stomp by, etc.<br /><br />To be more specific, the lions' cage is place exactly over Bugs' hole. The lion sniffs food, and by process of elimination, figures out it's a rabbit. Bugs, curious what all the racket is about, winds his way through the tunnel and winds up in the lion's mouth.<br /><br />I'll say for thing for BB: he is totally fearless, at least in this cartoon, and at least for 30 seconds. When he comes to his senses, he runs like crazy and we get a lion-versus-a rabbit battle the rest of the way. Once again, Bugs faces dumb opponent, one he calls ""Nero,"" but lion is fierce and Bugs will need all his wits and somewhat-fake bravado to fend off this beast.<br /><br />About half the gags are stupid and the other half funny, but always fast-moving, colorful and good enough to recommend. I mean, it's not everyday you can see a lion on a trapeze, or doing a hula dance!",positive
"A savage, undisciplined lion has been put behind bars for a circus carnival. He suddenly notices a hole on the floor of his cell, then sticks his nose into this hole to snuff it. At first he thinks Bugs Bunny's home is belong to a camel; yet when he wakes Bugs up from his sleep hoisting him up to the ground, there he meets with Bugs, his next trainer. <br /><br />If you ever wonder how Bugs would turn a savage lion into a Hawaiian hula dancer with traditional skirts on, you should watch this cartoon. Director Bob McKimson offers endless laughters by means of absurd and unexpected demonstrative humour. <br /><br />The signature scenes include:<br /><br />1/ the look of Bugs Bunny's home, cross-referencing to Donald Duck with the B.B. name acronym on the headboard of Bugs's bed <br /><br />2/ Bugs Bunny's short journey with the mine hoist climbing up to the ground floor <br /><br />3/ When Nero the Lion calls his friend the Elephant for help, Bugs uses a toy mouse to scare the Elephant; since the Elephant needed a broom to outpower that toy mouse, he uses Nero as a broom! <br /><br />4/ Bugs becoming a clown with the proper costume and make-up and the practical clown jokes that he makes <br /><br />5/ the trapeze scene while Nero chasing after Bugs <br /><br />6/ the famous Human Cannonball scene after which Nero the Lion starts dancing Hawaiian Hula<br /><br />The magic moments which keep Acrobatty Bunny fresh at all times in our memory:<br /><br />1/ When Bugs comes out of his bunny hole, he thinks he's in the Pinocchio tale; and starts acting to save Pinocchio out of the giant whale's stomach <br /><br />2/ When the Lion roars to scare him, Bugs replies back to him with roaring<br /><br />3/ Bugs arguing with the Lion for he's making so much noise, then finding a piece of wood to rub it against the iron bars while singing in order to make more noise than him <br /><br />4/ Wearing rubber heels at the circus, Bugs starts to bounce like toy rabbits and causes Nero to bounce! <br /><br />Those are the 10 main reasons that keeps Acrobatty Bunny as a Bugs Bunny classic and can be found in the ""Bugs Bunny Classics' MGM/UA Video (1989)""",positive
"When the circus comes to town and places the lion's cage directly over Bugs Bunny's home, Bugs ends up somewhere in the range right between freaked out and intrepid. Despite the title ""Acrobatty Bunny"", it's only at the end when Bugs and the lion perform acrobatics. But even leading up to that, it's quite funny what Bugs does to escape getting eaten; somehow, he always manages to use the other character's weakness against him, and then pull any convenient object out of thin air! Bugs later ended up in the circus in ""Big Top Bunny"". I liked this one better, as the latter got drug down a little bit by giving the antagonist an Eastern European accent (I know that it was during the Cold War, but still). I recommend this one.<br /><br />And with the end, we can affirm that it'll never be Aloha Oe for this cartoon.",positive
"Channel zapping one night I just caught the start of this movie and it hooked me from the beginning. It tells the sad story of an adopted child, Adam, whose mother left him after birth. The movie takes us through his childhood, and makes us discover a very disturbing fact from Adam's past. I will not reveal more, but it is a very in-depth movie and will intrigue you for sure. This was one of Jimmy Smits best roles in my opinion.",positive
"A very good film, focusing on a very important issue. Fetal alcohol syndrome is a very serious birth defect that is totally preventable. If more families saw this film, perhaps more children would not end up like Adam. Jimmie Smits performs in one of his best roles ever. This is an excellent movie that takes into account a very special family with very important needs. This is not unlike thousands of families that exist in the United States today. There are children struggling with this world wide. The really important point here is that it all could have been prevented. More people should see this movie and take what it has to say seriously. It is well done, with important messages, handled in a graceful way.",positive
"This was a excellent movie. I deal with a child who I am raising that has FAE and watching this movie was more than word can explain. I also purchased the book and it was great. I would like to have a copy for my own use and so I can have my son's teachers watch it also.I would like to know if anyone could sell me a copy of this movie, let me use it for a time or refer me to someone where I could purchase it. Thank You, Myra I would recommend this movie to anyone who deal with children/adults with special ability's. This movie should be shown again on TV. The team of doctor's that have been tracking my son would also like to have a copy. His special Ed teacher has also asked me to try to locate a copy that he can have or that he can borrow.<br /><br />Thank You",positive
"This movie was everything but boring. It deals with reality. To the people who think this movie was boring, open your eyes to the real problems in our society. Our children are dying. The consequences of alcohol and drug abuse are not to be ignored. I work in a correctional facility as a chemical dependency counselor,and i deal with these problems every day. People of all ages and all walks of life are effected by the consequences of their alcohol and drug abuse. It destroys families, hurts people and leads to serious brain damage,all kinds of health problems, and death. It is all preventable. This movie should be shown in every high-school in the world. If anyone owns this movie and wants to sell it, or sell me a copy, please e-mail me at: Ottenbreit2@netzero.net thank you",positive
"It has been years since I have been privileged to see this movie on TV. I only wish I could contact someone to see it again. I married a man with three children and two had Fetal Alcohol Syndrome. I didn't' realize this but seeing this movie helped me understand more about their problems and more about how I can love them and help them overcome their difficulties. My step-son is now 35 and thank the Lord he has blossomed wonderfully but still has many after affects of being born by an alcoholic mother. We speak every month to Rehab patients with alcohol and drug addictions and this sharing has truly made monumental changes in their behaviors and endeavors to start out a new life not addicted to drugs and alcohol. Please please let me know how I can get a copy VHS or DVD of this movie or when they will show the movie again on TV. If you have not been in these shoes, you probably could never understand its value. Thank you so very much.",positive
"This story focuses on the birth defect known as FAS, or Fetal Alcohol Syndrome, a disease diagnosed too often among Native Americans. In spite of the down-beat nature of this drama, the great script and the characterizations move the story along very well. This is arguably Smits best performance.",positive
"This is a piece of cinematic beauty, and it shows more of Quebec culture to others than probably any other work to come from la belle province. It takes everybody into a first-person experience of the culture, to the point that you wish you glued your hair in place and lived, breathed, and ate everything Maurice Richard. The book does this as well as the short, and I'm glad that in all the time I did spend studying French in high school, this was required reading in both languages.<br /><br />I thought it was brilliant to have Roch Carrier narrate this story. His molasses-thick accent brought a lot of realism to the story. The animation was good, as well, very surrealist, which brings attention to the idea of this being a whimsical daydream, fancying over better days gone by.<br /><br />Again, as a symbol of culture quebecoise, this is unsurpassed. One can almost smell the tourtiere being cooked slowly over a wood stove. This whole film deserves endless praise for making people proud to be Canadian, and encourage us all to appreciate the finer things of family and our roots. I'm from Ontario, and this film made me fall in love with Quebec. Maurice Richard va toujours vivre dans nos coeurs.",positive
