"rating","text","class_label"
2,"I'm giving it 2 stars for the costumes & CGI, and that's where it ends. I was so completely disappointed with this latest iteration of Mortal Kombat, I don't know where to start. I have followed the Mortal Kombat films since the first one in 1995, and by far, after 26 years, that is way better than this 2021 version, though we've come a long way with technology. And if you've never followed the films, some of the character's names won't be familiar to you.One of my favorite characters is Liu Kang. In the other films he was a serious bad-a** warrior and martial artist. This Liu Kang looked and acted like a young new-age flower child left over from the 60's. Louis Tan as Cole Young is just not a very good actor and his character was getting his butt whipped at every turn. If you're descended from the bloodline of a Ninja warrior, then for goodness sake, act like it. That character was so badly written, it was laughable. And his family...who cast them? They all looked like siblings; older brother, middle sister and younger sister. None of it was believable that this was his wife and kid. And can we talk about Subzero....he was always a character you loved to hate, yet with this Subzero, he was more irritating than anything else. The Scorpion acted as if he was just out of all his martial arts gas...his tank was empty, and his famous catchphrase ""get over here!"" landed with a thud. Raiden was like your cool uncle that can always make you feel better even when he knows you're a screw-up. This character was the most tolerable of them all.And there were characters with hardly anything to do such as Mileena, with a mouth like a monstrous man-eating Venus fly trap...why? Nitara...if you blinked you'd miss her. Then they took the Black guy Jax, had his arms frozen off and made him into something that looked like a cyborg, once again...why? And where was Kitana, who was a major character in the other films and the twin sister to Mileena? But ultimately, there was no tournament (which is at the core of the Mortal Kombat films), no real character development, no insightful explanation of the prophecy and the writers didn't make good use of the source material....this was another glaring example of Hollywood screenwriters and the powers-that-be fixing what wasn't broken.","negative"
1,"Lets start with the main character, Cole, who was a completely unnecessary character who added nothing to the movie. It was actually insulting that they had to add a audience character to the story as if we couldn't grasp the ""deep and complex"" story that Mortal Kombat isn't known for, pretty sure we can all figure out who the original characters are of Mortal Kombat by now. Cole never even grew as a character and just got angry? Coles ""special power"" was completely lame and looked like a cheap rubber suit on screen. They literally gave armor to a character that had plot armor, kind of Ironic and ridiculous. The Scorpion story was completely unnecessary and adding nothing to the story and never really touched based with later in the film. Goro was in the film for a few minutes and it was an completely underwhelming fight and introduction to the series. All the other characters were mediocre at best and didn't really make the film. The ending was super underwhelming and didn't even end up having a tournament. The 95 version far exceeds this movie. Go watch that one.","negative"
6,"Corny as all hell, but fun! LOL. Hallmark movie acting, fight scenes were great! Scorpion! Needed more Scorpion!","negative"
1,"Its mind-boggling how can you make such a bad movie from such rich source material. Honestly it looks almost like a parody.","negative"
1,"Full sluggish boring film. My head was hurting while watching. Don't watch it.","negative"
6,"Not sure why newb filmmakers (writer, director) tackled such a big production, but their lack of experience shows. It was slickly made, but hollow. Poor cast direction made almost every actor look amateur. The story was bland and too long with lots of filler and little substance. Don't get me started on the huge plot issues and convoluted scenes. The action and gore scenes were the only positives.","negative"
4,"This whole movie was filled with ""Mortal Kombat"" one liners that were poorly acted out and preformed. This movie missed the mark by a long shot. I found myself on my phone for over half the movie. This is not a movie to watch more that once, out of pure pity.","negative"
5,"If it would be an independent movie with its own universe, I would definitely give it a higher score. But it tries to be a part of well established MK Universe. But it does so by completely disrespecting MK lore. For example:
1. Jax lost his arms to Ermac, not Bi Han.2. Everything suddenly becomes based on MAGIC, despite Sony, Kano, Jax etc. Abilities were always based on technology.3. Reiko is shown as a mindless brute despite in the lore he is actually smart and cunning.The list can go on and on. Furthermore, the story itself seems poorly developed, like just a beginning of a movie rather than a whole movie.","negative"
3,"Mortal Kombat (2021, Simon McQuoid)
'Mortal Kombat' becomes the lates in the high profile films of 2021 being released on HBOmax on the same day that they drop in theaters. I am in no way any kind of Mortal Kombat aficionado. I played the game a bit when I was younger and have no real memory of the 90's adaptation therefore I do not take any fanboy sensibility into this review although I do recognize some of the characters and the catchphrases from the game sprinkled throughout. This is director McQuoid's feature debut and he certain gets to play with some toys as this is a heavily effects based martial arts film. I feel like they tried too hard to construct a plot around the characters and concept of the game although it still comes across like a half hearted effort as far as script and plot go. This is a solid R rated film which allows them to fill the movie with some gratuitous violence and bloodletting which is in keeping with the harsh uberviolent nature of the video game which caused a sensation when it was first released.The plot sets up a classic hero's journey in the form of Cole Hanzo who is not a character from the game I believe. He is a faltering mixed martial artist but quickly learns that he is descended from an elite fighting ancestor and he has been selected for a supernatural tournament where no less than the fate of Earth hangs in the balance. Earth's champions are all identified by distinctive dragon marks. The beings of what is known as Outworld have their own champions primary among them being an otherworldly entity known as Sub-Zero. Like I said the plot here is thin yet overly convoluted. It actually would have been better to attempt less plot to just get to the fighting. I will give them credit for gore though. They had an R rating and they wielded it with a reckless abandon. The first fight involves a thrilling battle as our protagonist, Cole Hanzo's, ancestor whips around a blade tied to a rope wasting bad guys left and right. Another standout scene is one where Sub-Zero utilizes his freeze powers in a battle to amazing effect. It is a very cool scene where even his blood becomes a weapon. Our hero, who is initially beset by self doubt, finds his strength, channels the power of his ancestors and with the help of the other champions of Earth defeats the evil Outworlders. One of the oddities of the narrative is that there was supposed to be this big tournament known as Mortal Kombat, but the Outworlders were trying to cheat by killing Earth's champions so we never even got to the tournament. It was kind of an odd way to take the story, but I think they just didn't want to do a basic fighting tournament story.The special effects and the fighting make, for the most part, this movie an entertaining watch. The plot is just a cobbled together mush to give the character's excuses for fighting. The shame is that they actually seemed to try to put together this plot and storyline and it winds up being silly and ultimately the downfall of the film. You don't get invested in any of the character's despite the film imploring you to, and even the tease at the end of assembling a new group of champions including Johnny Cage only really causes a smirk rather than generate any kind of genuine excitement for a sequel. This film isn't awful, but it is far from good. Ultimately this may be destined to be one of those cult style faves beloved by a few and chided by many. I enjoyed a few of the fight scenes and appreciated the R rating but was hoping for much better than what was delivered.Eric's Grade: D+","negative"
3,"Please change the characters. Suit them to their right ages and looks and dont rush the storyline esp of each character...it was so painful to watch, but i still did because I'm a loyal MK fan.This was horrible!","negative"
4,"They had such a good story, characters, fighting scene opportunities but they absolutely farted in the face of fans with such a poor execution. Fighting scenes were small and finished so quickly. Character build up was pathetic, Cole had no real purpose to be in the movie and they could have used the first 30 mins in last for an actual tournament show.Overall, a failure.","negative"
4,"How do you make a movie with no soul.. No character development...a mismatched cast.... Total recipe for failure.... Even the green monster was better portrayed in the last MC... This movie is a hushed up job....","negative"
1,"OK... my wife is the Mortal Kombat fan of the family, and the fighting game fan of the family. So this should really be her review... because I'm just going to trash it.The problem here is plot, as in they actually tried to add in a real plot. Mortal Kombat is a fighting game. You play it to peacefully beat your friends to a bloody pulp... and that is where the fun is.But they added a plot.In Twister, the star of the show was the tornado. The plot was there to move the view from tornado to tornado. And in Back Draft, it was the same... with fire.Mortal Kombat thought it had to be deep. It thought it had to be something more than it a tournament. It thought the characters had to have more than surface level depth.THE DIDN'T.The Tournament should have been the star. The plot should have only been there to move you from fight to fight with a climax that shouted ""FATALITY!"" and left it at that.Instead they tried to add depth where no depth was needed... and that killed the fun of Mortal Kombat.Not every movie needs to have a plot and characters, some movies work best as mindless popcorn munching escapism.","negative"
1,"I've been disappointed seriously, the part I, II is far better than this one
For more than 15 years I've been waiting for the new MK with the current technology and graphics, it's a shame guys, few characters, no story, random shots, unknown stars, even if you want to get new stars just bring some with charisma, only kano and the rest are bad
The main character scorpion only 2 scenes it's really disappointing matter
Seriously this is Liu kang?And the idea of Shang tsung is any Mongolian face with with black eyes?It's a disaster and waste of money and time
I'm truly sad.","negative"
10,"Right out of the gate you can feel the intensity of the universe they are building for future movies. A lot of fun odes to the original video game with some great fights! ""fatality!"" There is good character development and sparks of originality in the plot to keep things interesting. If you're a fan of classic kung fu movies or the game you will definitely enjoy this film. ""Finish him!""","positive"
4,"This movie isn't that great. The plot is really forgettable, most of the characters aren't as good as I expected, the fighting is the only positive aspect of this movie which saves it from getting a 2 star rating.If you like wasting your time watching this mess, then go ahead and watch it.","negative"
3,"I watched this film with a bunch of guys that are very familiar with the Mortal Kombat universe and games. As far as faithfulness to the source material, the film does a great job of stuffing the action full of game references and one-liners that are sure to make fans of the franchise smile.However, as a film, this is god awful. There is absolutely no sense of pacing whatsoever; the film moves at a blistering pace. The plot is almost non-existent. Instead there are lots of action sequences in which the CGI looks a little shoddy. The lack of plot may not bother others, but there are so many unexplained sequences in the film that at some point you have to shrug your shoulders and just enjoy the action sequences that have been put together. The acting is pretty bad, the dialogue is worse, and the movie ends with no story arc.It's a fun watch for making fun of the film or chilling with a bunch of your friends. Beware though - this movie sucks!","negative"
10,"Just finished watching it and had SO MUCH FUN, they were NOT kidding when they said it was gonna be borderline NC-17, it DELIVERED on the blood, guts, and gore and the fight scenes were SO BRUTAL too lol. Fellow MK fans are gonna have a blast with this, it is a gore soaked nonstop action thrill ride and total adrenaline rush right to the end; if I had any complaints at all, it's that I would've liked to see bi-Han (the OG sub-zero) turn into noob saibot and even would've liked to see ermac and baraka and I was REALLY hoping to see sub zero rip out somebody's spine, but other than that, I had a great time and am ready for the sequel now.","positive"
10,"This is a dream come true movie for Mortal Kombat fans. Can't get any better version than this one. It's brilliantly done. Every single character gave their best.","positive"
5,"Who is Cole ?How could he defeat Goro !!!! With a vest ?! No no
the movie felt like a short fan movie
fight scenes are slow and people get killed quickly
Raiden can teleport people ?! So why doesn't he teleport one enemy with all fighters to finish him quickly?Kano dialogue was good and better than the whole plot
I wished this movie wasn't a prequel movie at least show the tournament like 95 movie. Or make a good sequel to the 95's one
95's story was better and the music was amazing that this one
again Cole and his family took a major screen time .. who is Cole again ?>","negative"
10,"I was waiting for this movie for long time, expectations was pretty high, I was also impressed by trailer and just watched the movie itself ,
I think they did a pretty good job overall, but don't expect too much of a story here,
Little spoiler: the best scene is fatality by Kung Lao( it was freaking awesome)","positive"
4,"The spirit of the game and the old movies is gone, and there is nothing in return.","negative"
1,"This...""movie"" has so many wrongs...1)MK has so many characters,why create a new one?A loser who can't fight and suddenly defeats one of MK's greatest fighters(Goro)?And is he the protagonist?2)You can earn the MK mark if you kill another fighter who already has it?3)Kung lao died very early.4)Poor special effects.5)Scorpion´s son?6)Soundtrack?This movie is disrespectful to fans of a franchise over 20 years old.True fans will hate.Young people will not understand.","negative"
2,"Absolutely horrible story, writing and acting. I was so looking forward to this movie <U+0001F44E><U+0001F44E>","negative"
10,"A complete masterpiece in every way also trolls look at the pastebin in my bio X )","positive"
2,"Seems like people are giving this high ratings just because it has violence in it. The old movie from the 90's didn't have a single drop of blood in it and still managed to be a better Mortal Kombat movie than this crap.Plot is absolutely horrible. It's incredible to see how professional hollywood writers, people who get paid tens of thousands of dollars to make this, can take a dumb plot from a 30 year old videogame and somehow manage to make it worse. Not to mention everything is delivered in such a corny way by a cast who can barely act.This movie look like what would happen if an AI was trying to make a stereotypical bad hollywood videogame adaptation.Butchered storyline and characters? Check.Protagonist is a movie-only character who barely fit in the universe, while other beloved characters are thrown to the sidelines? Check.Horrible acting? Check.Random lines and nods from the game that makes you cringe? Check.And on top of everything, the action also sucked. The fight scenes were so badly directed, full of continuity errors and weird cuts, with sometimes the characters being at a differente spot in the scenary than they were in the previous scene.Even if you're not familiar with the source material and wouldn't be bothered by their ""reimagining"" of the story, this is just a bad movie. Badly acted, poorly written and badly directed. Skip this one.","negative"
10,"Ok so it wasn't the greatest movie ever but I expected much less to be often . It's only the first one so the budget wasn't as big as it should be . I reckon If it gets a sequel I think it will be amazing !!!! Well done guys I loved it !","positive"
10,"After the disappointment of MKA, I'm glad to say this is great.","positive"
3,"I was excited for this movie to see if it could possibly be better than the original from 95 and while the gore is there, it's not. There is little to no build up and then BOOM they are all just fighting, Not actual tournament style, the movie focuses more on Scorpions bloodline as well as the beef between him and Subzero which is cool and all but he and Subzero are not what we recall. Goro looked like he did in the original which was nice but yea the fight scene and way he died, not digging it, it wasn't even Johnny Cage. They didn't even fight out outworld, they jumped all over and it was just...yea noI mean it's an okay movie but compared to the original, doesn't come close, there are somethings that shouldn't be attempted to be remade and this most assured was one of them. The ending implied that they would continue on with the ""saga"" but I'm not hopeful.","negative"
8,"Is the movie perfect? NO. It's it entertaining? Definitely.Ask yourself so you watch a movie named Mortal Kombat for Character Development and plot? No, You watch it Amazing Fights and Fatalities. That's where this movie Succeeds. This movie also corrects the flaw of not featuring Scorpion and Subzero.","positive"
8,"This was cool and fun to watch! Has humor and cool fighting scenes that incorporated the original arcade game well! Glad I have it a chance after the other failed attempts in this franchise's past.","positive"
10,"I have read a lot of reviews being unsatisfied by this movie not sticking to the original duology which lead the reviewer pretty much devastated pretty similar to Star Wars fans and how they compare everything to the first released trilogy but this is entirely not the case on how to base the judgment .The first duology was based on the first three installments of the game which had an underdeveloped story line and different mythology to how the game evolved later on . Adopting same story line as of the first three installments of the game would cripple the appearance of the extra characters that fill up the additional game installments that took over the main lead for both sides of the realms .This movie acts as ""Origins"" of the whole mythology and how characters managed to acquire their magical abilities despite being merrily humans .As per the evolved mythology the next installments should cover the attempts of the outworld to invade earth realm by force as they failed to own it by combat and later the bias of elder gods and taking sides escalating things into resurrections and changing sides between characters leading some of the chosens to fight for outworld later .Now as a fan of the game I see the shift to the evolved mythology a healthy thing and may require patience than rather instant bash from the die hardies that want to see characters such as Lou Kang assuming the lead once more where I hate to break it to you but believe it or not in the evolved mythology Johnny Cage happen to take up the lead , Lou happens to change sides and new Sub Zero happens to join earth realm so I believe that the authors are holding a good grip of events a hopefully wont be easily pushed to revert to the under developed ancient mythology .So people behind this new trilogy , you are doing good and in difficult times , so keep up the good work and looking forward for the upcoming one !","positive"
1,"The Good: Okay fight choreography. Diverse cast. Gore (not enough IMHO).The Bad: Acting, FX, script (was this written by overexcited 12 year olds for overexcited 12 year olds?), messy and poor characterisation, no mysticism (only Arcarna that are ""superpowers"" WTF, is this a CBM?), no stakes or threat, average cinematography, and inconsistent tone. Hell, the whole movie is like a TV movie?! It's like they didn't even try.The Verdict: Too hammy to be taken seriously and takes itself too seriously to be any REAL fun. Stick with Paul W. S Anderson's 1995 effort-- Goro looks better (than some Orc-reject) and it's more ""Enter The Dragon"" than this ""Percy Jackson & The Golden Hard-R"". The last time I SMDH this badly was ""Late Night"" and the dire ""Ghostbusters"" reboot of 2016. Seriously, avoid this and play any of the MK games (even MK3) instead for 2 hours-- you'd have a much better time.","negative"
1,"I have a special place for Mortal Kombat in my heart. Besides being my favourite videogame series, its 1995 adaptation happens to be my favourite film as well. The original movie taught me many things including the discovery of my love for martial arts, mysticism, asian culture and exotic locations. The announcement of a brand new interpretation of the source material has been on a rocky road since it was announced a couple years ago and finally after a long period of silence, ""Mortal Kombat"" (2021) is ready to hit the big screen once again.Story: It is evident that Greg Russo's and Dave Callaham's main purpose for developing a new MK film was to slap an R-rating forgetting how rich the established mythos is or what the fans really like and want (besides gore). Following to the letter the (infamous) leaked script, they are making amateur mistakes: they introduce a new character that has nothing to do with the franchise as a vessel that is being dumped copious amounts of exposition; they take further liberties with the material by having our heroes unlocking their potential superhuman fighting abilities which mangles an already overpopulated plot that is plagued with gigantic plotholes. These ideas are the weakest aspects of a rather lame attempt to bring the MK world to life. Cole Young (the new guy) is so blunt that derails the attention from the main attractions (i.e., the other more interesting characters) with a shoehorned family backstory that further lengths the running time and disabling any tension.The script tries to balance too many characters with little to no explanation as to who they are along a steadily increasing pace that halfway through you lose interest (even when they are fighting) because there is really no emotional pay off. Instead of bringing some much needed dramatic heft and verbal counterpoint, the tournament story is scrapped by having Shang Tsung attacking Raiden's headquarters - resulting in simultaneous fights leaving no room for natural progression to understand these proceedings. The script is so messy that we are not even geographically oriented.The inclusion of an overly serious tone damages the film stripping its story from you know...any fun (despite some forced jokes). Attempting to keep things grounded in a similar fashion with what Nolan did with his Batman trilogy, this ""Mortal Kombat"" is an exercise to futility. A desaturated mess of lore, new concepts, and characters that barely have something to say and even less to do. There is no dramatic tension, and no special obstacles to overcome followed by a sense of ""let's wrap things up"" in a boring climax that instead of awe, you get a yawn. There is nothing memorable on a visual level, or a banal moral example demonstrating the unfamiliarity with the material from the screenwriters' part.Direction and action: Simon McQuoid is clearly inexperienced in shooting a film. He is unable not only to extract any meaningful or playful performances (as opposed to the '95 flick) but also incompetent at shooting action. There are myriads of cuts and close ups during the numerous (but surprisingly short) fight sequences that betray this sentiment coupled with rather embarrassing CGI (both blood and creature) effects. After the ""Raid"" (having in a way better role Joe - Subzero - Taslim) and ""John Wick"" series demonstrated incredible practical stunt work and real time fighting, ""Mortal Kombat"" pales in comparison with atrocious editing that tries in vain to masquerade inexperienced actors, slow movements and shoddy CGI environments which is even worse when an experienced to martial art movies cinematic eye catches a glimpse. The fights lack any visual flair that made the original's sequence a joy to watch which is not helped by poor cinematography and uninspired small sound stages. Despite some initially promising results at the village fight (which is still plagued by bizarre editing choices; used the same shot twice!) helped by Taslim's athletic abilities, the film sinks like Titanic. Every fight becomes shorter and less interesting lacking any visual innovation or grittiness - fighters like Mileena, Reiko, Kabal, Jaxx, Goro, Nitara and Kung Lao offer nothing more than a couple of moves.Cast: To be fair to the cast, they do seem dedicated in their roles but their uncertainty as to how they should approach this material (and those lines) is telling while their chemistry is non existent. Excluding Josh Lawson (as the typical profanity loving Aussie douchebag Kano) who is clearly having a ball with the material and attempts to steal the show (maybe too much sometimes), the rest are torn between embracing the material or reject it.Ludi Lin (Liu Kang) has no presence (he is tiny) and from main character status (in the game), he is being reduced to a secondary player paling in comparison with the great Robin Shou who delivered an incredible physical performance. Jesicca McNamee looks the Sonya Blade part and has more screentime now but gets a bizarre arc of wanting to be an Earth's champion and hence staying in the sidelines for most of the time. For Lord Raiden, while Christopher Lambert knew how ridiculous the source material was and gave us a now iconic take - voice, mannerisms, dry humour - the filmmakers cast Tadanobu Asano, a decision primarily driven by ethnicity appeal rather than crafting an interesting character. Asano is playing Raiden straight, yet he does not have enough or any appropriate material to work with.But most importantly, there is no Cary Hiroyuki Tagawa. This version of Shang Tsung (Chin Han) seems to be coming from the discount store, lacking any menace, memorable lines or delivery reestablishing at how important is to have an intimidating villain that can carry the burden of the antagonist in the whole film. Instead our primary villain becomes Subzero (Joe Taslim) with his conveniently inconsistent (when the script demands) ice powers. Taslim tries his best and while he has a certain cinematic presence, his physique is not fully exploited. His hyped relationship with his opposite Scorpion (Hiroyuki Sanada) is one noted and is never explored. He is just evil (who speaks English when the scripts requires him to do so). The legendary Sanada on the other hand takes on a thankless role and similarly like Raiden is reduced to a borderline cameo.And then there is Cole with Tan proving that he does not have enough charisma to lead a film and delivering one of the most boring performances of the last ten years. The rest are just line outputs for the plot to move forward with some not even getting more than five lines!Production design and costumes: The rather minimalistic production design only makes matters worse. What could have been a tremendous opportunity to showcase unique locations around Australia for this perilous outworld, devolved into a studio shoot in the city of ... Adelaide. Despite a rather ok opening in a remote Japanese village (with one house!) in the 17th century, ""Mortal Kombat"" is packed with bizarre stylistic choices that raise an eyebrow even in the first screening (e.g., Raiden's temple has a electrical like coil at its centre, Shang Tsung's throne is an rocky elevated place that is hanging above a cliff, Reptile is an actual ... reptile). There is a distinct lack of eye candy that does not captivate our attention demonstrating a void of creativity. While the costumes are above those in ""Mortal Kombat: Annihilation"", they still look like expensive pieces of cosplay - particularly for those of Liu Kang, Kung Lao and Shang Tsung. Only Kabal's visual look is faithful to the source material but then again he is in there for five minutes.Music: Benjamin Wallfisch - from the school of the Hans Zimmer pompous synthesized music - is the composer failing to delivering anything interesting. Having to fill the shoes of George S. Clinton in the original (which saw the use of taiko drums, shakuhachi flutes, violas and Tivetan throat monks), Wallfisch utilizes an array of ambient electronic and percussion like sounds with no distinct personality. This results to a cacophonous score, a wasted opportunity to craft something truly blood pumping and mystical. His zimmerisms are full on display here, an ultimately vague attempt that frankly so many blockbusters are lately falling prey to. His work here is noisy and incoherent, lacking any distinct themes, rhythm or subtle moments.Special effects: Funny for a film that includes special superpowers, the filmmakers are doing their best to hold back. Besides some nifty touches on Subzero's powers (which is probably where most of their budget was spent), the remaining shots are lackluster at best. The creature effects are shoddy and unrealistic (Goro is an embarassment) while cases where our heroes or villains demonstrated their skills do not look beyond TV quality level. And the less we talk about the CGI enhanced environments, the better.Verdict: The comparisons with the '95 film are inevitable and whereas that adaptation was constantly raising the dramatic stakes with each fight allowing us to explore a different side of the Outworld, this Kombat is a monotonous and lackluster attempt to establish a new franchise. With the exception of Josh Lawson, there was nothing that I enjoyed in this film. Devoid from any fun and character, coupled with subpar acting, atrocious editing, terrible stylistic choices and an overly serious tone, ""Mortal Kombat"" is not the film you are looking for, not even for the action department. If you do like Joe Taslim see him in ""The night comes for us"" in Netflix. There are buckets of actual gore (not CGI) and actual fighting that would leave you speechless. Else seek out the original cult adaptation, enjoy Tagawa and Lambert and have a blast from the 90s!","negative"
3,"Im a fan of the game since i was a kid, and I grow up watching the first 1991 movie.I am judging this solely as a film, and why I think the film is extremely bad while keeping simple and short as possible.The plot of the film is incredibly bad, and the main protagonist, Cole Young, is a very dull and undeveloped character.I wish the studio should have just follow one of the original characters instead, because when the film begins, it shows that the film could have become a great film.Why is it bad?We are introduced to a few heroes with zero clue and not much development time for to be invested on them.The film we follows the main character name Cole Young, which the studio thought it was a great idea to add as an new original character for the film, so the viewer who doesn't know anything about MK can relate to based on his perspective.Instead Cole Young turn up to be unrelatetable, uninteresting and a waste of space.There's really nothing much we know about him, other than he's bloodline, he was a mma champion, and now days he take fights where he throw the towel for money.Do I care about him? Do I root for him? Am I interested about his backstory? No,cause it's nothing interesting about him. Is like the Goku in Dragon Ball live action, less stupidity, but more plain.The acting was just mediocre, not great, but some of the scenes are bad, and the casting is questionable.For example, Sonya Blade, isn't she an elite soldier?, an elite soldier who looks like a model. Really? Unbelievable.Liu Kang, he's character I found very awkward and humouring, mainly because he's like that dude in class who enjoy plays D&D, but no one is actually playing with him at the moment, but he's still in character. When you watch LOTR, something that set in fantasy medieval time, most of us do not question the behaviour or action or a person in that film, even thought is a fantasy film. But Liu Kang in this film is just unnatural and unbelievable acting is something can't be ignore.Also the actor for Liu Kang is so good looking, in any shot, to the point it such a distraction.Regarding to plot, and how the story progress, it was extremely rush, and we are also reminded by the characters with the simple line, ""We do not have time"". From the ambush scene from sub zero at the diner, until we meet Liu Kang at the temple, we reminded by the characters again and again.It should be note that, we are not even in the tournament yet, the whole film is about what happened before the tournament.The fact thay they making the same mistake as Spiderman 3, introducing too many villain, and also heroes, with no proper develop and delivery story, is just plain sad , the fact that people still make same mistake not learning from the past in 2021The action scene is your cliché Hollywood fight scenes, that consist of your usual fast pace fight that the camera will be cut every 4&5 seconds, nothing that memorable to me, afterall I think the best fight scene is already shown in the trailer, scorpion vs SubZero, that's it.If you're a Cinephile, it's waste of time.If you just want to see a Mortal Kombat Film, because it's a Mortal Kombat, this franchise is for you.","negative"
10,"If ur a fan of the game. You will love this film. Seeing all the charactors come to life. Watching the fighting and the death moves was amazing. Brings back memories of all those hours on the mega drive. FINISH HIM!!","positive"
7,"The 2021 Mortal Kombat is probably the best of the films. The game has a lot of charm and effort as a movie based on Mortal Kombat. Maybe there can be some issues with the script that doesn't have much to offer and some of the characters aren't interesting. But the movie itself really makes up for those flaws. The backstory from the main character is engaging. The visuals and costumes have massive improvements from the 90s films. The acting is very solid. And especially intense action that makes the movie bloody and extreme like in the games. If you're a Mortal Kombat fan and you want to see an actual film based on it, this movie will have what you want. For quite some time, movies based on video games are improving from the previous ones and take them seriously as what those films really stay true to the games. And this film is one of them. Not a great film, but definitely I would take this than the ones from the 90s.","positive"
10,"I didn't expect it to be this good. They did a great job I'm so happy as to how well this turned out. Watch it.","positive"
